hotel_name,latitude,longitude,url
長春大飯店Hotel Ever Spring - 澎湖首選乾淨、舒適、便利、多語接待飯店,23.5639129,119.5652537,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ37bJzeAn0CmijDyms5RG5MKtpl7CP7LS6eqjhyIcJBHbtTOgcxM4wfSLMH4f1ZgjmMcPPacoQEyKTIHoKyZ69zbdHBW58ucdAmQuhEyGuluYzDfED_XvIVlETg9dyQ5yMpHAJQGdZ0UfjFPcAv26WaZbYZIulW55b2ZVjF0u7K61y3a-ln7SbgRJvWr2f6dGooqk9tS8hj5Mj4q5eZ4SjYxXqcr3GcqoL-2T_owxY_yYfNGSib3Go45NErra6ziguvLTRJYRBVRkiSnHnCsEJdAS07YtTb2ormhDNXQ6GbqFF1iJoJQMFUwQ9z6y1ultyj2U0qo1tkZBbe2ZLizGkt2mGQqHOKiJZPJMXGZOOkXP0yVUGGzW7ZOg7OOt4Ooumgh5BrwsSdJFS4TGa9fv1hkMnpvorWwxD0oKyTFW7M&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
西衛悅洋海景民宿,23.5783786,119.5825444,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ21wNjg7FB4r5UCQYEDphZI5PnOCFdr6lnMostNSOYmjwcUPyKnAB2tLvkJNkPM2Aupf9GAiGzgN4lKtFY2H1Pxf7qKarPMslQs1NjHD0cuBqbW6_mDVBQ3f9EKGWXhaiwIEuPvGDaj1MtZEq8Tu1tEdMYyG-tO_7HrV8W3c_OjPvtzgtnMJ8DC5-gRxHHs_FLj9MBXEMnyKFZagcogzNmcddd_5XZzIgtI06uKG90WcRf2ENxmiKU3jasieZCX4fTVZzKj1ses0i6uQEyuphQyTJ6gRgT9SGFX_RVE569lRaFBEMo2Xt3CKw&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
慶霖飯店,23.5656116,119.5655026,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ0chGNZlohydIQOsFzs-kgHsP7kyLyTmHuKKWT7WUJIOZHj4wk81edTHt86DIIJI0eMLSlYkMeYqYvMJEKqIvFglmPxW2R3ShShMoRN_3Ql6ij4-4hV5mZwkmi9mX7B7WRnrgQbgYGd2N9Na2mqTBW_kUrbVOAZ4hv9Z-4q9seyd1mrY4sJm48ktGHJiEfSKAr1gh5Lt5Ja5MjMeVBvyH5zEMiOhRyzk_JY9ds3eTW2B3OQbh3YWNwfgphWVykDijRN1V4AzeoeeSeogXWFbJ8DLW8QFHS-uMXuMGHZr6a6hmXK3PQw-jVvdQ&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
北辰慢旅Hotel G,23.5713768,119.5720249,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ1ccdriOQyQhwWRLZOEL37NTK_7_9IbEOVCzBYDawqvhhfKD7x2JC_eqcR0XwhSVQh_ZsEVlfx6iDfdD9P41WNvEx_mj-xXiHFUty28dBGJqOoBnfKBCQ1DkDvrehKIGxm9iQ_57HnhIM2_rfHnfcjzxcWoPXOdRACa49osDvomh85kyZwBWDqrr81jXB7jZneUZt-AmAL5uyS3zuMkyOo5b73vj9gGBTTgYNd_8cl73shcEn542sGkryp_ngqlUd4at5uEdK0fXVp0MHkxJe8b-b9QPwEkFIMu3WHcQM35OlvoNHlnIr1laA&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
居墅 Live Inn,23.5666762,119.5656147,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ13TRpaqvpgmZ0JhhwRZaDAvCGuId80DZjkIErayy8yNRCsLDu8EuQCSnq_LGHoDZ48l3JUBJ-7oQE9ph05c6blcQEHuTNgbrOLs953HwkI2BxQucfyIkjs1uKITbBr1g0ZoCEzOgBsf0bAcTm96KinuNuBH_LNCXOqUaQg_19FJHbpRGzbAwFpi152xVSmDzR1FW-GKLT2DCy8fRZG5YsCrq2y4ttVWSsrXs59Rk3N0Nuo9Cl5ICw8awvTVxQ9trsWZInGoZN4KOTn-_yRSEQcv5WZEz5tInf_A_RspHNt4_Q74viiUuRQex9EWvZjtlwBSYDtQ0KPuXZWzZ0B8RW1KFFrtSluLuPR9n1hdlu-G6trtaR0bOMbdqqmC_VfGsRc2SlATxYNXbY8ZVO3exy3C0lu3D5PjDoYv7ep0iMz&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
安一海景大飯店,23.5736042,119.567996,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ2NMwApNeNpkDA3dg9ICIZiVy9uZ2SEbjduf1zmj3SsDwGBcouS5X_lXXBpWWv7M3rH9SNunzL8ko3xnxfNx53nJsSrMiNT9J_vVPLRAiGo08kVyKvTc8dg-z97RL4fHhh5pPXNynxvxUpKiVSaVge-Jriv9Ke9s3C9sQWHDv7UYYPuC5PNlKQJrZ5yBXm0EG4WBmRGFT7J6FHyVbslnW5tCkAL2KTFRIyW3k8MGXrEve1FrA0g21Gqajxr0JDKBgJkSd6X2n23QvgbIFwpWag4XWiqT_20b7AjPFp-zAKx6jbbEzeDhskMyw&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
彩虹文旅,23.56751329999999,119.5644661,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ3BzPSY9qNYd-jqOuqzkF-CjCSpz8lrdo5ffWXI5AM_vQDgtYk_JG0lxzWcT-S8hsx6eMu9RgDnpUtoit92T1uee_MbCwkWqvppsqSs5KTl3n3Vbh61mQssmIFpUkJvsmhq_dwAg8MhQtuep1Jl0k1A1lFbSqYnOtOtexOyHTk4GEBiAaAQTvUp1_sz4gwfmjdALCl_eGkthb0oleMudzQbf-DHFJJxAzM8dS0QGN2cyUAjlna24wIybapdpNR71nt1cZrhTBARqn1a215-in8nxZ0BL9fDGjaP47X3iAiM9AJd6kEfdh_ndw&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
豐國大飯店,23.5651436,119.5677839,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ35sm76AT7OrglD6ixaF2t74wa68Ke88hrf18zKRpUfCos301-upryqNjcUmDtcS9H-w0flRQCl3_ASl1-oTTrKN69WqCwg_-453aMfR8ITyqU70ojeQNCBsqlKG-q-iV1peJAdo2zk-mqviQgahQKzXo0jJCqSUwR0VxNOdd8gd51kgBcqKCgsirjM9HEnbz3VJUs4KwqdLiW5ewV1gbv30OGQCIAyYg1r3ymOADHGo2AXbi9RZzHYX2VcqjnIBLMQRGeM8kfvrqB3xF_WHMcQAc4vEEA6Q7XGyiZjJYx246xrj0gjwAu9nJ46wDEbwxmz3S1Ksiz0krgXYu2baRO2ZuLrJc8-2_RNKS_HlZ95ukX-JphB5SxG27e74liNJFRQKj6wygoTwbxTpCdsEHWxJ4MdNT2ZH47fPsfQutamnaBC&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
澎湖晴海會館,23.5774206,119.576816,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ1W1I4xYNW3al8DBKwG7acf35v1vuGb3ifuext--Vm2lNkUxtogtcvxmRhkdjcZhUJZq519TaUmNIYKfrbPTfcYOHeuiaCxQFSaXKjOws_6Iq6AetWSEgnvT5Exm11X_G8f1Tvr512K6KeHWCG7Z_xxCdxa9n_luaGT8ThjinVNp45dQg9LkbMVVCw2K505R-vyL9fYRSpfyRaWEkBVtZiwoNKG8cFUo5QRwqjsc4CVQZ3F_ywiS3siFqnRX2yiSaBQ9MtaP82l2CH26kKsZ1oyifBn0X3l6CrgPqFW-htn4rjpU_PHx2mfpg&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
澎湖夏海民宿(Summer Sea Hostel),23.5820012,119.5731967,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AUy1YQ3PbnKR5GlDys71ebTF0i_nWLLrZaUApOIb4pX6wGkyDQoHNPsoX7LgSFtHjSmJgxLdtle3p5LW4aS2b3h8Gu8fRfzbPtGi6l5XGBFnFIQJy6YfERq2vPFXk1MfQz6Fj-52tQiJiQTDhG5Lv1FUYAJHheG7CEow8X-QWuZuyUReVeNR23khcDQ3g-vUP4apINKnl5bEVf30eBZV4-Wdz6KrvlCUsKjDjHhN40mod9JKtfqeVeJCOVj-HBJnoTwLBWFF0rhN6HFb2RfhORTpqdPA3WUYNkDfUecR7ZQ4Z-ICIu2W1Vy0yFqcBw&key=AIzaSyBkBeV2pKxDvLzQmcCe1X6jkqWMFhVXiuI
